Data from N_2_DIV_OH_2N_Splice17_13-23-57-300.txt Node
Date: Sat Mar 07 13:23:57 EST 2020
User: sa697716
Spectrometer: NQ5500242
Trigger mode: 0
Integration Time (sec): 1.450000E-1
Scans to average: 20
Nonlinearity correction enabled: false
Boxcar width: 5
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 512
>>>>>Begin Spectral Data<<<<<
187.83	160.67
188.298	161.13
188.766	145.45
189.233	121.76
189.701	129.92
190.169	147.39
190.636	192.18
191.104	401.29
191.571	641.47
192.039	237.54
192.506	169.15
192.974	68.28
193.441	61.35
193.908	-19.5
194.375	16.82
194.842	16.82
195.31	17.94
195.777	174.17
196.244	60.06
196.711	46.89
197.177	45.09
197.644	43.84
198.111	43.44
198.578	43.66
199.045	44.13
199.511	43.69
199.978	43.8
200.445	43.95
200.911	43.43
201.378	43.33
201.844	43.24
202.31	42.87
202.777	42.9
203.243	42.73
203.709	42.08
204.176	41.61
204.642	41.38
205.108	41.23
205.574	40.81
206.04	40.39
206.506	40.07
206.972	39.94
207.438	39.5
207.903	38.88
208.369	38.03
208.835	37.73
209.301	36.97
209.766	35.76
210.232	34.55
210.697	33.54
211.163	32.98
211.628	31.99
212.094	30.9
212.559	30.21
213.024	29.46
213.49	28.85
213.955	28.13
214.42	27.46
214.885	26.92
215.35	25.92
215.815	24.64
216.28	22.83
216.745	21.02
217.21	19.29
217.675	17.53
218.14	15.98
218.604	14.62
219.069	13.46
219.534	12.58
219.998	11.81
220.463	11.2
220.927	10.61
221.392	10.16
221.856	9.83
222.32	9.5
222.785	9.26
223.249	9.05
223.713	8.88
224.177	8.71
224.642	8.53
225.106	8.34
225.57	8.14
226.034	8.03
226.497	7.92
226.961	7.77
227.425	7.65
227.889	7.53
228.353	7.4
228.816	7.27
229.28	7.16
229.744	7.05
230.207	6.94
230.671	6.85
231.134	6.75
231.597	6.65
232.061	6.57
232.524	6.48
232.987	6.39
233.45	6.33
233.914	6.25
234.377	6.18
234.84	6.09
235.303	6.05
235.766	5.99
236.229	5.92
236.691	5.86
237.154	5.81
237.617	5.75
238.08	5.7
238.542	5.64
239.005	5.59
239.468	5.53
239.93	5.5
240.393	5.45
240.855	5.39
241.317	5.35
241.78	5.3
242.242	5.24
242.704	5.2
243.166	5.17
243.629	5.14
244.091	5.09
244.553	5.04
245.015	4.99
245.477	4.95
245.939	4.91
246.4	4.88
246.862	4.84
247.324	4.81
247.786	4.76
248.247	4.71
248.709	4.66
249.17	4.62
249.632	4.59
250.093	4.55
250.555	4.52
251.016	4.49
251.477	4.45
251.939	4.41
252.4	4.37
252.861	4.35
253.322	4.32
253.783	4.28
254.244	4.26
254.705	4.22
255.166	4.19
255.627	4.16
256.088	4.13
256.549	4.11
257.009	4.08
257.47	4.06
257.931	4.02
258.391	3.99
258.852	3.96
259.312	3.93
259.773	3.9
260.233	3.87
260.694	3.85
261.154	3.81
261.614	3.78
262.074	3.75
262.534	3.72
262.994	3.7
263.455	3.67
263.915	3.65
264.374	3.63
264.834	3.61
265.294	3.59
265.754	3.57
266.214	3.55
266.673	3.53
267.133	3.52
267.593	3.5
268.052	3.49
268.512	3.48
268.971	3.46
269.431	3.45
269.89	3.43
270.349	3.42
270.809	3.4
271.268	3.39
271.727	3.38
272.186	3.37
272.645	3.36
273.104	3.35
273.563	3.34
274.022	3.33
274.481	3.32
274.94	3.32
275.399	3.31
275.857	3.3
276.316	3.29
276.775	3.27
277.233	3.27
277.692	3.26
278.15	3.25
278.609	3.24
279.067	3.24
279.525	3.23
279.984	3.22
280.442	3.21
280.9	3.21
281.358	3.21
281.816	3.21
282.274	3.2
282.732	3.19
283.19	3.19
283.648	3.18
284.106	3.17
284.564	3.16
285.021	3.16
285.479	3.15
285.937	3.14
286.394	3.14
286.852	3.13
287.309	3.12
287.767	3.11
288.224	3.09
288.682	3.08
289.139	3.07
289.596	3.06
290.053	3.05
290.511	3.03
290.968	3.02
291.425	3
291.882	3
292.339	2.98
292.796	2.97
293.252	2.96
293.709	2.95
294.166	2.95
294.623	2.94
295.079	2.93
295.536	2.92
295.992	2.92
296.449	2.91
296.905	2.9
297.362	2.89
297.818	2.89
298.274	2.89
298.731	2.88
299.187	2.87
299.643	2.86
300.099	2.86
300.555	2.86
301.011	2.85
301.467	2.85
301.923	2.84
302.379	2.83
302.835	2.83
303.291	2.83
303.746	2.82
304.202	2.83
304.658	2.83
305.113	2.82
305.569	2.82
306.024	2.81
306.479	2.8
306.935	2.8
307.39	2.8
307.845	2.8
308.301	2.8
308.756	2.81
309.211	2.8
309.666	2.81
310.121	2.81
310.576	2.81
311.031	2.81
311.486	2.81
311.94	2.82
312.395	2.82
312.85	2.81
313.305	2.81
313.759	2.81
314.214	2.81
314.668	2.8
315.123	2.8
315.577	2.8
316.032	2.8
316.486	2.8
316.94	2.79
317.394	2.79
317.849	2.79
318.303	2.77
318.757	2.76
319.211	2.76
319.665	2.75
320.119	2.74
320.572	2.73
321.026	2.72
321.48	2.7
321.934	2.69
322.387	2.68
322.841	2.68
323.295	2.68
323.748	2.68
324.202	2.67
324.655	2.66
325.108	2.68
325.562	2.68
326.015	2.68
326.468	2.69
326.921	2.7
327.374	2.7
327.827	2.7
328.28	2.7
328.733	2.7
329.186	2.7
329.639	2.71
330.092	2.71
330.545	2.71
330.997	2.71
331.45	2.71
331.903	2.71
332.355	2.71
332.808	2.71
333.26	2.7
333.713	2.7
334.165	2.69
334.617	2.69
335.069	2.69
335.522	2.69
335.974	2.7
336.426	2.69
336.878	2.69
337.33	2.69
337.782	2.7
338.234	2.7
338.686	2.7
339.137	2.71
339.589	2.7
340.041	2.7
340.493	2.69
340.944	2.68
341.396	2.68
341.847	2.68
342.299	2.67
342.75	2.66
343.201	2.66
343.653	2.65
344.104	2.64
344.555	2.63
345.006	2.62
345.457	2.61
345.908	2.61
346.359	2.61
346.81	2.61
347.261	2.61
347.712	2.6
348.163	2.6
348.613	2.6
349.064	2.61
349.515	2.61
349.965	2.61
350.416	2.61
350.866	2.62
351.317	2.62
351.767	2.62
352.217	2.62
352.668	2.63
353.118	2.63
353.568	2.63
354.018	2.64
354.468	2.65
354.918	2.65
355.368	2.66
355.818	2.66
356.268	2.66
356.718	2.66
357.168	2.66
357.617	2.67
358.067	2.67
358.517	2.69
358.966	2.69
359.416	2.69
359.865	2.69
360.315	2.69
360.764	2.71
361.213	2.71
361.663	2.71
362.112	2.73
362.561	2.74
363.01	2.74
363.459	2.73
363.908	2.73
364.357	2.73
364.806	2.73
365.255	2.74
365.703	2.75
366.152	2.76
366.601	2.77
367.05	2.78
367.498	2.78
367.947	2.8
368.395	2.82
368.844	2.84
369.292	2.84
369.74	2.85
370.189	2.86
370.637	2.86
371.085	2.87
371.533	2.88
371.981	2.88
372.429	2.9
372.877	2.91
373.325	2.91
373.773	2.92
374.221	2.94
374.669	2.95
375.116	2.96
375.564	2.97
376.012	2.99
376.459	3.01
376.907	3.03
377.354	3.04
377.801	3.06
378.249	3.08
378.696	3.11
379.143	3.13
379.591	3.15
380.038	3.18
380.485	3.2
380.932	3.22
381.379	3.25
381.826	3.27
382.273	3.29
382.72	3.31
383.166	3.33
383.613	3.36
384.06	3.39
384.506	3.41
384.953	3.44
385.4	3.47
385.846	3.5
386.292	3.52
386.739	3.53
387.185	3.56
387.631	3.6
388.078	3.62
388.524	3.64
388.97	3.66
389.416	3.68
389.862	3.71
390.308	3.74
390.754	3.77
391.2	3.8
391.645	3.82
392.091	3.87
392.537	3.89
392.983	3.92
393.428	3.96
393.874	3.98
394.319	4
394.765	4.02
395.21	4.03
395.655	4.05
396.101	4.07
396.546	4.1
396.991	4.11
397.436	4.14
397.881	4.16
398.326	4.18
398.771	4.21
399.216	4.23
399.661	4.25
400.106	4.27
400.551	4.28
400.995	4.3
401.44	4.3
401.885	4.31
402.329	4.33
402.774	4.33
403.218	4.36
403.663	4.37
404.107	4.39
404.551	4.39
404.995	4.4
405.44	4.41
405.884	4.41
406.328	4.43
406.772	4.44
407.216	4.44
407.66	4.45
408.104	4.44
408.547	4.44
408.991	4.45
409.435	4.46
409.879	4.47
410.322	4.49
410.766	4.51
411.209	4.52
411.653	4.54
412.096	4.55
412.54	4.56
412.983	4.58
413.426	4.6
413.869	4.61
414.312	4.64
414.756	4.65
415.199	4.65
415.642	4.66
416.085	4.67
416.527	4.67
416.97	4.67
417.413	4.68
417.856	4.67
418.298	4.67
418.741	4.67
419.184	4.66
419.626	4.66
420.069	4.68
420.511	4.68
420.953	4.68
421.396	4.7
421.838	4.71
422.28	4.71
422.722	4.73
423.164	4.72
423.606	4.73
424.048	4.74
424.49	4.74
424.932	4.71
425.374	4.7
425.816	4.68
426.258	4.66
426.699	4.65
427.141	4.64
427.582	4.65
428.024	4.66
428.465	4.67
428.907	4.66
429.348	4.65
429.789	4.67
430.231	4.69
430.672	4.72
431.113	4.74
431.554	4.76
431.995	4.78
432.436	4.78
432.877	4.79
433.318	4.8
433.759	4.83
434.2	4.86
434.64	4.87
435.081	4.87
435.522	4.88
435.962	4.9
436.403	4.93
436.843	4.94
437.284	4.95
437.724	4.94
438.164	4.94
438.604	4.94
439.045	4.93
439.485	4.94
439.925	4.95
440.365	4.98
440.805	4.98
441.245	4.99
441.685	5
442.125	5.02
442.564	5.03
443.004	5.04
443.444	5.05
443.883	5.09
444.323	5.1
444.762	5.1
445.202	5.11
445.641	5.14
446.081	5.14
446.52	5.15
446.959	5.17
447.398	5.18
447.837	5.19
448.276	5.21
448.716	5.21
449.154	5.24
449.593	5.27
450.032	5.27
450.471	5.26
