Data from N_2_DEC_OH_4N_Splice17_12-04-15-389.txt Node
Date: Sat Mar 14 12:04:15 EDT 2020
User: sa697716
Spectrometer: FLMS03696
Trigger mode: 0
Integration Time (sec): 3.180400E-1
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
187.83	-278883.54
188.298	2057.02
188.766	1062.89
189.233	903.66
189.701	1278.97
190.169	1768.42
190.636	636.19
191.104	591.2
191.571	78.35
192.039	-88.97
192.506	-72.49
192.974	310.32
193.441	-420.01
193.908	-154.85
194.375	-69.16
194.842	12.62
195.31	116.66
195.777	168.68
196.244	450.49
196.711	561.45
197.177	714.02
197.644	1040.15
198.111	1819.22
198.578	2539.31
199.045	2030.72
199.511	3350.33
199.978	3925.52
200.445	3292.76
200.911	3638.05
201.378	4078.51
201.844	3676.18
202.31	6285.89
202.777	6536.15
203.243	3616.36
203.709	3460.57
204.176	4161.38
204.642	3416.77
205.108	3187.13
205.574	2618.55
206.04	2415.32
206.506	2262.51
206.972	2155.69
207.438	2085.91
207.903	2391.78
208.369	2108.64
208.835	2097.82
209.301	2190.92
209.766	2258.69
210.232	2240.58
210.697	2790.77
211.163	3465.12
211.628	5248.5
212.094	4434.85
212.559	5434.9
213.024	3397.63
213.49	4170.47
213.955	4089.77
214.42	4043.1
214.885	3772.66
215.35	3645.74
215.815	3481.5
216.28	3701.32
216.745	3060.05
217.21	3318.38
217.675	3117.45
218.14	3564.58
218.604	4091.07
219.069	4779.36
219.534	5108.94
219.998	6072.4
220.463	7491.57
220.927	9436.88
221.392	9017.83
221.856	9219.21
222.32	11800.79
222.785	14688.9
223.249	18658.77
223.713	20901.35
224.177	21026.37
224.642	27139.68
225.106	33527.11
225.57	36814.02
226.034	27397.89
226.497	41767.17
226.961	37771.25
227.425	43937
227.889	48863.13
228.353	48885.33
228.816	101102.04
229.28	96720.31
229.744	81603.98
230.207	49532.19
230.671	48739.62
231.134	80842.68
231.597	93189.31
232.061	93243.12
232.524	91131.87
232.987	62726.37
233.45	56440.3
233.914	50635.47
234.377	51941.19
234.84	47512.68
235.303	56092.47
235.766	62556.86
236.229	64652.62
236.691	40722.11
237.154	45788.56
237.617	34423.42
238.08	35286.9
238.542	41353.62
239.005	29526.34
239.468	29290.78
239.93	27582.8
240.393	25052.94
240.855	21978.02
241.317	22514.05
241.78	27407.53
242.242	28302.66
242.704	30517.27
243.166	26545.88
243.629	24053.64
244.091	27712.88
244.553	30325.84
245.015	32608.11
245.477	42195.9
245.939	61880.75
246.4	65631.71
246.862	63759.51
247.324	60123.28
247.786	67360.13
248.247	88330.86
248.709	91297.61
249.17	68289.56
249.632	64292.86
250.093	74434.33
250.555	64216.29
251.016	39114.72
251.477	37030.16
251.939	39958.19
252.4	41898.37
252.861	49809.64
253.322	46257.43
253.783	55071.28
254.244	71353.82
254.705	56335.11
255.166	50129.12
255.627	49354.18
256.088	69584.56
256.549	73929.69
257.009	63670.41
257.47	77270.54
257.931	62854.94
258.391	47106.75
258.852	48523.94
259.312	50890.44
259.773	62768.41
260.233	52964.26
260.694	44647.43
261.154	50658.26
261.614	40586.2
262.074	36301.54
262.534	37686.24
262.994	35505.82
263.455	47300.76
263.915	39826.99
264.374	37528.16
264.834	41002.28
265.294	45506.34
265.754	47135.98
266.214	44615.17
266.673	41831.5
267.133	52801.37
267.593	52400.26
268.052	64124.34
268.512	55801.41
268.971	67270.95
269.431	73749.3
269.89	66078.48
270.349	99015.7
270.809	110335.69
271.268	99169.15
271.727	222704.34
272.186	144296.49
272.645	108240.02
273.104	78181.59
273.563	113186.68
274.022	89087.89
274.481	75752.71
274.94	58321.57
275.399	43352.76
275.857	50563.3
276.316	68444.75
276.775	60896.64
277.233	59927.36
277.692	56087.39
278.15	63417.72
278.609	65204.08
279.067	60377.52
279.525	56079.94
279.984	72443.2
280.442	87047.86
280.9	85662.32
281.358	56346.63
281.816	52501.7
282.274	51429.39
282.732	53161.56
283.19	53431.82
283.648	46160.28
284.106	49141.12
284.564	50016.25
285.021	46387.04
285.479	34582.56
285.937	31494.21
286.394	27622.12
286.852	28429.62
287.309	29878.29
287.767	28817.3
288.224	27398.21
288.682	30050.65
289.139	32945.46
289.596	30135.36
290.053	31289.93
290.511	39506.71
290.968	47914.05
291.425	65059.51
291.882	54084.47
292.339	47046.68
292.796	46720.11
293.252	44017.9
293.709	34942.7
294.166	31325.97
294.623	34638.3
295.079	33239.31
295.536	33380.32
295.992	30301.03
296.449	29945.28
296.905	31096.68
297.362	29777.29
297.818	31329.5
298.274	32498.23
298.731	33142.73
299.187	32825.2
299.643	35222.62
300.099	42633.19
300.555	46714.92
301.011	39026.37
301.467	37558.2
301.923	44054.63
302.379	43015.1
302.835	42205.68
303.291	42237.05
303.746	48074.37
304.202	60685.29
304.658	60890.37
305.113	40951.42
305.569	40153.93
306.024	42812.12
306.479	40789.91
306.935	34368.19
307.39	37584.18
307.845	34750.66
308.301	34943.3
308.756	34011.26
309.211	32735.97
309.666	33538.09
310.121	41564.51
310.576	42190.58
311.031	41840.91
311.486	47966.63
311.94	47895
312.395	63987.27
312.85	120141.37
313.305	590704.29
313.759	3051990.65
314.214	221234.55
314.668	175076.1
315.123	147183.62
315.577	52670.53
316.032	46799.7
316.486	58586
316.94	46171.62
317.394	32130.78
317.849	24949.38
318.303	23597.96
318.757	22289.64
319.211	24607.52
319.665	21536.84
320.119	21780.36
320.572	31267.78
321.026	29206.38
321.48	24303.88
321.934	26510.19
322.387	26551.19
322.841	28664.68
323.295	25703.46
323.748	29613.31
324.202	30044.09
324.655	36084.38
325.108	50355.35
325.562	35510.77
326.015	42183.5
326.468	31856.56
326.921	35597.18
327.374	33172.47
327.827	34520.86
328.28	39078.62
328.733	26131.05
329.186	22957.76
329.639	21861.51
330.092	18430.35
330.545	17534.44
330.997	17663.9
331.45	19265.15
